Date,Service,log.dd.version,@log.total_tokens,@log.invoke_chain_time_in_seconds,Message
2024-04-12T16:01:45.778Z,"""cape-core""","""1.755.0""",1243,0.9081954956054690,Producing a SPAM evaluation for b09db401-b408-4730-8d65-40a2b8391437
2024-04-12T16:00:02.883Z,"""cape-core""","""1.755.0""",674,0.835015058517456,Producing a PHSH evaluation for c1713243-2d1e-437f-8735-4c1aff285c60
2024-04-12T15:58:41.011Z,"""cape-core""","""1.755.0""",1030,2.4310190677642800,Producing a SPAM evaluation for 04ee3418-9330-4339-bbc8-4a3977334b67
2024-04-12T15:58:04.732Z,"""cape-core""","""1.755.0""",621,0.887751579284668,Producing a PHSH evaluation for 42f2885b-8ac0-4c66-9eb6-40d2e56784aa
2024-04-12T15:57:04.548Z,"""cape-core""","""1.755.0""",648,0.8199660778045650,Producing a PHSH evaluation for 2060b453-05a3-4a9f-bffa-49f3441b6f0e
2024-04-12T15:56:51.107Z,"""cape-core""","""1.755.0""",468,1.1917245388031000,Producing a PHSH evaluation for 51658fc9-1e38-49ce-bec4-46e890cf6559
2024-04-12T15:54:04.550Z,"""cape-core""","""1.755.0""",654,2.379910945892330,Producing a PHSH evaluation for 9beac8ef-945a-493e-90da-47623950b8ad
2024-04-12T15:52:23.259Z,"""cape-core""","""1.755.0""",572,1.56349515914917,Producing a PHSH evaluation for 90481567-2ff7-4c13-8b31-48cfefe05cb8
2024-04-12T15:50:44.139Z,"""cape-core""","""1.755.0""",437,1.2215511798858600,Producing a BEC evaluation for 58e9b281-a5ea-41e8-a316-472d8e73d5ce
2024-04-12T15:50:40.567Z,"""cape-core""","""1.755.0""",1632,1.0069694519043000,Producing a PHSH evaluation for 76645ec9-6e24-4578-956b-40b9e278e167
2024-04-12T15:50:39.611Z,"""cape-core""","""1.755.0""",938,1.0164456367492700,Producing a SPAM evaluation for 161b4926-b676-4362-a4cf-45c2b10a9610
2024-04-12T15:50:31.021Z,"""cape-core""","""1.755.0""",1478,1.0048296451568600,Producing a PHSH evaluation for b0a04767-5955-4b6d-9849-42762e6ab840
2024-04-12T15:49:27.933Z,"""cape-core""","""1.755.0""",761,1.0878407955169700,Producing a SPAM evaluation for aee5cc90-bf08-42e9-84ee-4dea9259b8a7
2024-04-12T15:49:14.922Z,"""cape-core""","""1.755.0""",707,0.788933277130127,Producing a PHSH evaluation for baaf006a-a1ff-48d3-a939-463126fb94ab
2024-04-12T15:49:05.428Z,"""cape-core""","""1.755.0""",797,2.4488635063171400,Producing a PHSH evaluation for 8d4984b3-52c4-4e40-a500-41e2657200e3
2024-04-12T15:48:48.122Z,"""cape-core""","""1.755.0""",708,0.9880602359771730,Producing a PHSH evaluation for bb9b262c-05dd-47ce-bfce-464927512a0f
2024-04-12T15:48:10.573Z,"""cape-core""","""1.755.0""",3241,1.1881799697876000,Producing a PHSH evaluation for 256840eb-d3ed-4c9b-953e-4d074d3a6af6
2024-04-12T15:47:48.626Z,"""cape-core""","""1.755.0""",409,1.0292057991027800,Producing a PHSH evaluation for 4ec674e2-a4b6-4fc4-94ce-47f5d7841e07
2024-04-12T15:47:11.990Z,"""cape-core""","""1.755.0""",957,2.2846148014068600,Producing a BNGN evaluation for f3e53e67-d082-41df-99da-40a2360f60e5
2024-04-12T15:44:23.398Z,"""cape-core""","""1.755.0""",474,1.4433577060699500,Producing a PHSH evaluation for 5066fec5-564e-438e-a8bc-4735a9293beb
2024-04-12T15:43:26.676Z,"""cape-core""","""1.755.0""",541,1.8676190376281700,Producing a PHSH evaluation for 573e3c55-2cd8-428c-b3fa-4642f22774fb
2024-04-12T15:43:08.763Z,"""cape-core""","""1.755.0""",640,1.261451244354250,Producing a PHSH evaluation for 8df901e9-5cf7-49b7-a299-4629c8ff3271
2024-04-12T15:42:22.853Z,"""cape-core""","""1.755.0""",312,2.4903523921966600,Producing a PHSH evaluation for b1ba9b8d-4f81-4200-a904-41971fccb62f
2024-04-12T15:42:08.965Z,"""cape-core""","""1.755.0""",304,2.2693302631378200,Producing a PHSH evaluation for d98bebfa-1bf0-47d5-bbc3-4dd0f32f0672
2024-04-12T15:40:53.606Z,"""cape-core""","""1.755.0""",313,1.090574026107790,Producing a PHSH evaluation for 66472012-0e6a-4eed-8fdb-419925746dc0
2024-04-12T15:40:25.461Z,"""cape-core""","""1.755.0""",360,0.8687448501586910,Producing a PHSH evaluation for 4fc0f430-e408-436e-b90d-437aa76674be
2024-04-12T15:40:00.927Z,"""cape-core""","""1.755.0""",340,2.591672897338870,Producing a PHSH evaluation for 59d3f01b-d66c-4849-9943-43a74647fbaf
2024-04-12T15:39:46.598Z,"""cape-core""","""1.755.0""",340,1.642491102218630,Producing a PHSH evaluation for 08389408-3921-4baf-9c94-426765b182f2
2024-04-12T15:39:43.768Z,"""cape-core""","""1.755.0""",2484,1.9639136791229200,Producing a PHSH evaluation for 62ecfc23-b6ae-4ca4-9933-4363ba31e539
2024-04-12T15:39:43.521Z,"""cape-core""","""1.755.0""",469,0.9804079532623290,Producing a PHSH evaluation for cf08386c-d735-4b10-84cc-47f3ebf0521d
2024-04-12T15:38:12.015Z,"""cape-core""","""1.755.0""",8047,1.9323468208313000,Producing a SPAM evaluation for bf70a023-7875-4d31-b441-414ab8b5d06b
2024-04-12T15:36:33.235Z,"""cape-core""","""1.755.0""",2319,2.110483407974240,Producing a PHSH evaluation for a498aead-f605-404d-b127-4bcc090be2c0
2024-04-12T15:36:21.728Z,"""cape-core""","""1.755.0""",537,1.006474494934080,Producing a PHSH evaluation for dc3577a7-1708-4016-aec6-410f1d086229
2024-04-12T15:36:13.660Z,"""cape-core""","""1.755.0""",537,1.2399392127990700,Producing a PHSH evaluation for 0e1733c5-3934-40ac-b0c7-49dfc9615d35
2024-04-12T15:34:32.373Z,"""cape-core""","""1.755.0""",13320,3.5641839504241900,Producing a BNGN evaluation for 26e1671a-4085-44cf-a3c0-4575c2f7e722
2024-04-12T15:34:04.211Z,"""cape-core""","""1.755.0""",3306,3.083899736404420,Producing a BNGN evaluation for 276431ef-b2d5-458b-a97c-4441239e8055
2024-04-12T15:33:36.852Z,"""cape-core""","""1.755.0""",2859,4.05602502822876,Producing a PHSH evaluation for c3a1f410-a83f-4ed2-8b71-4c7b04d1e145
2024-04-12T15:33:19.137Z,"""cape-core""","""1.755.0""",2864,1.1595165729522700,Producing a PHSH evaluation for 7f31a0f5-3aa2-431c-966b-44c0384270cf
2024-04-12T15:33:08.061Z,"""cape-core""","""1.755.0""",476,1.5455541610717800,Producing a BEC evaluation for ab2555cf-2bf0-4df0-870c-4d9b63ecbefe
2024-04-12T15:32:18.522Z,"""cape-core""","""1.755.0""",392,0.877539873123169,Producing a PHSH evaluation for 1080a67a-29a5-404c-b7b6-4567b1b09b44
2024-04-12T15:30:35.530Z,"""cape-core""","""1.755.0""",630,1.6088626384735100,Producing a PHSH evaluation for 3123e670-056e-4eaf-ac40-41829d7e0e8f
2024-04-12T15:30:35.010Z,"""cape-core""","""1.755.0""",630,0.8980662822723390,Producing a PHSH evaluation for 47a2a9c6-23ad-447b-853b-43cbf4a2daf9
2024-04-12T15:29:44.845Z,"""cape-core""","""1.755.0""",278,0.7914636135101320,Producing a PHSH evaluation for f5ffeb6c-b372-412a-ad5c-4ba2972ead30
2024-04-12T15:29:00.566Z,"""cape-core""","""1.755.0""",355,0.7558178901672360,Producing a SPAM evaluation for 11041fa8-4941-4cdb-9611-46909a653db6
2024-04-12T15:26:49.393Z,"""cape-core""","""1.755.0""",2855,1.546403408050540,Producing a PHSH evaluation for f0434cd1-7f51-42c3-9f93-47955d67d47c
2024-04-12T15:26:46.443Z,"""cape-core""","""1.755.0""",2855,1.4436793327331500,Producing a PHSH evaluation for 7e9d32e8-124f-4183-9cbc-4d93afa75f40
2024-04-12T15:26:46.162Z,"""cape-core""","""1.755.0""",2855,1.0901613235473600,Producing a PHSH evaluation for 5354e2b3-eada-4a3a-ae5b-4685f92c1bfd
2024-04-12T15:26:41.196Z,"""cape-core""","""1.755.0""",2854,1.0902719497680700,Producing a PHSH evaluation for 7b59b7f5-1272-477d-ad26-4f9eb6d5ba13
2024-04-12T15:26:04.211Z,"""cape-core""","""1.755.0""",1267,0.9340410232543950,Producing a SPAM evaluation for c4bba201-706a-43e0-939b-4435002f90a6
2024-04-12T15:25:47.439Z,"""cape-core""","""1.755.0""",763,2.8225455284118700,Producing a PHSH evaluation for be312ebb-ed29-48d5-8d4d-4ce8898ab10c
2024-04-12T15:22:00.241Z,"""cape-core""","""1.755.0""",365,0.8249485492706300,Producing a BNGN evaluation for 16e6081f-ffec-4b5d-9b65-4ab499df3706
2024-04-12T15:21:33.899Z,"""cape-core""","""1.755.0""",500,1.5922744274139400,Producing a PHSH evaluation for 1fe8f6fc-91ab-4476-a5bc-4901ad1260ed
2024-04-12T15:21:19.520Z,"""cape-core""","""1.755.0""",1192,1.499873161315920,Producing a PHSH evaluation for 0987d99c-5969-4844-93e5-4a8f09b0c583
2024-04-12T15:20:54.189Z,"""cape-core""","""1.755.0""",1000,1.4485664367675800,Producing a PHSH evaluation for 1997f98c-63ae-44ba-8cf3-428a1666f341
2024-04-12T15:20:44.324Z,"""cape-core""","""1.755.0""",467,2.810847282409670,Producing a PHSH evaluation for 498695bd-5c67-4d6f-a3ad-484d02d6a39e
2024-04-12T15:20:27.729Z,"""cape-core""","""1.755.0""",9943,1.7194859981536900,Producing a SPAM evaluation for 922420ce-cd6a-4919-b3fb-4df1637a3b0c
2024-04-12T15:20:01.596Z,"""cape-core""","""1.755.0""",307,1.056380271911620,Producing a BEC evaluation for 016a7da7-aff8-40f0-a3b9-45889f761cd4
2024-04-12T15:18:35.853Z,"""cape-core""","""1.755.0""",704,1.4410810470581100,Producing a BNGN evaluation for bc6c61eb-05fe-41c1-b441-48d37650ea02
2024-04-12T15:17:36.758Z,"""cape-core""","""1.755.0""",1461,2.2822039127349900,Producing a SPAM evaluation for 955e673d-15f5-4a7c-8a6b-4b1206a15251
2024-04-12T15:17:10.053Z,"""cape-core""","""1.755.0""",3074,1.1246874332428000,Producing a SPAM evaluation for aeaa0f21-dbc0-4642-8fd9-4b89d0e3929c
2024-04-12T15:16:33.251Z,"""cape-core""","""1.755.0""",611,1.2294681072235100,Producing a PHSH evaluation for dad1f110-a3c0-4612-9fd4-4bde231715ab
2024-04-12T15:16:21.730Z,"""cape-core""","""1.755.0""",418,1.0481817722320600,Producing a PHSH evaluation for 65b7ae42-71b1-491a-9337-47aa14d4b00b
2024-04-12T15:15:32.596Z,"""cape-core""","""1.755.0""",449,0.924706220626831,Producing a PHSH evaluation for 9501d0f3-4677-43a6-82ab-435b1d9d90b5
2024-04-12T15:13:35.408Z,"""cape-core""","""1.755.0""",762,0.9064896106719970,Producing a PHSH evaluation for df8109cf-1f71-4f4f-933b-4f5003765e52
2024-04-12T15:12:35.177Z,"""cape-core""","""1.755.0""",3054,2.093921184539800,Producing a SPAM evaluation for ca14570a-8012-483c-8709-4d085070d9e1
2024-04-12T15:12:14.116Z,"""cape-core""","""1.755.0""",633,2.4000651836395300,Producing a SPAM evaluation for d4941a5e-1182-448f-8be9-4c0d25b63466
2024-04-12T15:11:52.526Z,"""cape-core""","""1.755.0""",647,0.8314046859741210,Producing a SPAM evaluation for 2021fc40-ca44-468c-883d-4935e4f1904b
2024-04-12T15:11:35.919Z,"""cape-core""","""1.755.0""",4076,2.4904894828796400,Producing a SPAM evaluation for 6f8862a3-146d-48e2-bbbe-4857179eb032
2024-04-12T15:10:52.381Z,"""cape-core""","""1.755.0""",3091,1.142005205154420,Producing a SPAM evaluation for 06d8db1f-4d39-4b0d-bc70-4db6e4f3053a
2024-04-12T15:10:35.764Z,"""cape-core""","""1.755.0""",2605,3.1220202445983900,Producing a BNGN evaluation for fad6491d-4749-4f67-aff9-40d1e61b7707
2024-04-12T15:10:20.413Z,"""cape-core""","""1.755.0""",3084,1.3240094184875500,Producing a SPAM evaluation for 9a5ab6f3-c224-4642-8510-4e57e21fcdde
2024-04-12T15:10:11.780Z,"""cape-core""","""1.755.0""",531,1.000058650970460,Producing a SPAM evaluation for 2305a26e-29c0-4b71-a786-4f747ec4e6fd
2024-04-12T15:10:06.020Z,"""cape-core""","""1.755.0""",583,2.3168985843658400,Producing a BEC evaluation for aaab941c-26c2-4ba0-9163-4bade6a8316f
2024-04-12T15:09:24.790Z,"""cape-core""","""1.755.0""",1144,0.8199176788330080,Producing a PHSH evaluation for 17a15559-501b-4a9c-9ac8-4846c6ce6797
2024-04-12T15:09:22.851Z,"""cape-core""","""1.755.0""",1140,1.3056566715240500,Producing a PHSH evaluation for ea6103bd-4b9c-4603-af66-47738ca08821
2024-04-12T15:09:16.369Z,"""cape-core""","""1.755.0""",816,0.8424992561340330,Producing a SPAM evaluation for 0cb8624f-9a31-4f0b-a4c2-4c512fac4583
2024-04-12T15:09:12.345Z,"""cape-core""","""1.755.0""",3059,1.2867238521575900,Producing a SPAM evaluation for fabc8019-a02e-4465-b936-481fd064d350
2024-04-12T15:08:45.839Z,"""cape-core""","""1.755.0""",3074,1.020679235458370,Producing a PHSH evaluation for 444570a2-a13f-4755-b375-44b0236aa022
2024-04-12T15:08:44.605Z,"""cape-core""","""1.755.0""",515,0.9138269424438480,Producing a BNGN evaluation for 78992bbe-e6b8-43d9-a124-460fdf50b04b
2024-04-12T15:08:36.194Z,"""cape-core""","""1.755.0""",3042,1.0064175128936800,Producing a SPAM evaluation for 43af7122-221c-454e-9faa-43f0bdfc6174
2024-04-12T15:08:29.763Z,"""cape-core""","""1.755.0""",437,1.1214408874511700,Producing a PHSH evaluation for 29f7396f-15f3-4470-b8fa-47bd1f9b4986
2024-04-12T15:07:46.690Z,"""cape-core""","""1.755.0""",822,2.5260539054870600,Producing a PHSH evaluation for 15e30037-6f8a-412e-a94e-4dcf42787562
2024-04-12T15:05:38.768Z,"""cape-core""","""1.755.0""",387,3.1373953819274900,Producing a PHSH evaluation for a5d5a9ed-a441-48f6-82df-4d818e0a765b
2024-04-12T15:04:36.366Z,"""cape-core""","""1.755.0""",3068,1.6886935234069800,Producing a SPAM evaluation for 69e19aa5-6bf0-49a0-b1bd-4e190df42914
2024-04-12T15:02:17.021Z,"""cape-core""","""1.755.0""",536,0.9008471965789800,Producing a SPAM evaluation for c54ced95-3e63-4081-8e6b-4b49290e0f62
2024-04-12T14:58:30.510Z,"""cape-core""","""1.755.0""",470,1.4272716045379600,Producing a PHSH evaluation for 0b03cade-066d-406d-8f1e-41a9341a8929
2024-04-12T14:55:56.957Z,"""cape-core""","""1.755.0""",1302,0.9892115592956540,Producing a BNGN evaluation for f5f6fa90-a94e-4ecb-8c6a-489b881b6d6c
2024-04-12T14:55:01.460Z,"""cape-core""","""1.755.0""",2185,1.1696910858154300,Producing a BEC evaluation for 9328e526-4a64-4216-b3cd-4f1e2792613a
2024-04-12T14:53:29.724Z,"""cape-core""","""1.755.0""",357,0.9819197654724120,Producing a PHSH evaluation for 8e5d2389-8fb7-4b4c-b6e4-4eef2e3b404e
2024-04-12T14:52:47.235Z,"""cape-core""","""1.755.0""",368,0.8678700923919680,Producing a PHSH evaluation for 7f110f19-505c-4c70-91b0-41d426d8ebc4
2024-04-12T14:49:20.193Z,"""cape-core""","""1.755.0""",444,2.436208486557010,Producing a PHSH evaluation for edf64d31-c904-4ec4-8779-45e9c25e4ae6
2024-04-12T14:47:41.390Z,"""cape-core""","""1.755.0""",3340,1.6636731624603300,Producing a PHSH evaluation for 2ccfe360-e8ef-4637-9a8e-42506941bd10
2024-04-12T14:47:24.103Z,"""cape-core""","""1.755.0""",829,3.627332925796510,Producing a PHSH evaluation for 16c88f33-0a58-4a87-b6e8-49490883ef21
2024-04-12T14:47:11.247Z,"""cape-core""","""1.755.0""",425,0.842581033706665,Producing a PHSH evaluation for 500f5008-3ac2-4ebd-a252-4d730440d397
2024-04-12T14:47:10.463Z,"""cape-core""","""1.755.0""",425,1.4821257591247600,Producing a PHSH evaluation for 0552c6dd-62ac-4592-acea-49d5b3af1c34
2024-04-12T14:43:39.799Z,"""cape-core""","""1.755.0""",753,1.662886619567870,Producing a BEC evaluation for e89d4cc7-01ac-4ad6-9891-40043e8c4eda
2024-04-12T14:43:33.562Z,"""cape-core""","""1.755.0""",736,0.9490413665771480,Producing a SPAM evaluation for 06dacb12-9b7c-430a-a1a1-4bd557b56348
2024-04-12T14:38:34.238Z,"""cape-core""","""1.755.0""",346,0.915316104888916,Producing a PHSH evaluation for e721fe03-d8a6-4d59-a8b2-4f02f6804c2f
2024-04-12T14:38:29.172Z,"""cape-core""","""1.755.0""",1334,3.8677725791931200,Producing a BNGN evaluation for b7ebc156-4cbc-4f2c-82c5-4c65c6624c6b
2024-04-12T14:37:56.936Z,"""cape-core""","""1.755.0""",3717,1.224987506866460,Producing a BEC evaluation for 693aef98-11c8-41bd-8f07-467ffd6ed7b4
2024-04-12T14:36:59.985Z,"""cape-core""","""1.755.0""",1334,2.96867299079895,Producing a BNGN evaluation for 31d297ec-4aea-4744-aae0-484cc515812f
2024-04-12T14:36:43.946Z,"""cape-core""","""1.755.0""",1337,0.9372434616088870,Producing a BNGN evaluation for f125dc28-9d94-4a39-88ea-4ef19a7e4254
2024-04-12T14:35:09.441Z,"""cape-core""","""1.755.0""",1301,1.5740258693695100,Producing a BNGN evaluation for 6b335e6f-1294-4b59-b5a0-4e59c7d784e1
2024-04-12T14:33:42.670Z,"""cape-core""","""1.755.0""",2452,0.9519824981689450,Producing a GREY evaluation for 1488db6f-4de6-4080-adbe-4ad80f92aeac
2024-04-12T14:33:40.983Z,"""cape-core""","""1.755.0""",7747,3.5551161766052200,Producing a BEC evaluation for 1643912b-52e4-4f1d-9b10-46a9e1482891
2024-04-12T14:33:08.540Z,"""cape-core""","""1.755.0""",2452,2.3091883659362800,Producing a SPAM evaluation for 88e50c54-6a24-46df-8b43-42ad76049e72
2024-04-12T14:31:52.960Z,"""cape-core""","""1.755.0""",531,1.0022683143615700,Producing a SPAM evaluation for ec27fd75-9994-44fd-9cb8-4acb18e409aa
2024-04-12T14:30:44.102Z,"""cape-core""","""1.755.0""",1299,2.5630857944488500,Producing a BNGN evaluation for b066b29c-d3c6-4fbd-9d9c-451dfc49e9a3
2024-04-12T14:25:18.784Z,"""cape-core""","""1.755.0""",717,2.806489944458010,Producing a PHSH evaluation for 98ce9ecc-aa83-4eb6-a87b-485c35736bcb
2024-04-12T14:24:11.528Z,"""cape-core""","""1.755.0""",1301,0.9977490901947020,Producing a BNGN evaluation for 1ec3acbe-caf2-4afd-8589-484ad4fa5d1b
2024-04-12T14:23:54.940Z,"""cape-core""","""1.755.0""",502,0.9599003791809080,Producing a SPAM evaluation for 4b1bbdbc-da78-454a-b4e5-4c18006d2241
2024-04-12T14:23:09.839Z,"""cape-core""","""1.755.0""",250,2.1093902587890600,Producing a BEC evaluation for f83ee658-76c9-4f54-9db3-45ba5a1e9a20
2024-04-12T14:21:03.129Z,"""cape-core""","""1.755.0""",512,2.186583995819090,Producing a PHSH evaluation for 86810de3-dd10-4bf6-a6e6-45806f6dbf5f
2024-04-12T14:20:51.759Z,"""cape-core""","""1.755.0""",4176,1.5081491470336900,Producing a BEC evaluation for d8c03bc6-b1c7-43f0-9d23-46a5223c4c99
2024-04-12T14:19:22.166Z,"""cape-core""","""1.755.0""",565,2.9163386821746800,Producing a PHSH evaluation for 7fa5dca5-5687-4391-8975-493b2b889a49
2024-04-12T14:14:28.301Z,"""cape-core""","""1.755.0""",563,0.770643949508667,Producing a PHSH evaluation for 5299c75e-0fa4-426a-be8a-44e50f86120e
2024-04-12T14:14:27.844Z,"""cape-core""","""1.755.0""",2947,1.0373690128326400,Producing a PHSH evaluation for f4692bd4-fa2f-48bd-9a72-4649f6613132
2024-04-12T14:13:57.534Z,"""cape-core""","""1.755.0""",1336,2.588197708129880,Producing a BNGN evaluation for 27ec8312-8863-4b54-bea1-48a95a533535
2024-04-12T14:13:06.368Z,"""cape-core""","""1.755.0""",2101,1.6126468181610100,Producing a BEC evaluation for dff27eea-05d3-4804-9251-45b24724820c
2024-04-12T14:11:16.710Z,"""cape-core""","""1.755.0""",1302,1.4750208854675300,Producing a BNGN evaluation for 3b37d608-206f-47e9-a080-4ee70dc41c9d
2024-04-12T14:08:48.359Z,"""cape-core""","""1.755.0""",2483,1.2215001583099400,Producing a GREY evaluation for c4d72862-bb93-4967-bb49-424c9157e285
2024-04-12T14:07:51.681Z,"""cape-core""","""1.755.0""",365,0.8410978317260740,Producing a PHSH evaluation for 914b9947-de82-49d8-b95f-4cce696bd7ee
2024-04-12T14:07:34.504Z,"""cape-core""","""1.755.0""",1840,3.86665415763855,Producing a PHSH evaluation for 4580c12c-ed89-46f5-95ba-4f16b0a58f64
2024-04-12T14:05:48.105Z,"""cape-core""","""1.755.0""",409,2.7178826332092300,Producing a SPAM evaluation for 090abab8-4d38-4444-a28b-4d36965b1a55
2024-04-12T14:05:47.261Z,"""cape-core""","""1.755.0""",409,0.7993345260620120,Producing a SPAM evaluation for cbb34457-9581-452b-b457-4f1105f03dc9
2024-04-12T14:04:22.002Z,"""cape-core""","""1.755.0""",1302,0.9744677543640140,Producing a BNGN evaluation for a567611a-6210-4a56-a46a-45441ee19bf6
2024-04-12T14:04:12.186Z,"""cape-core""","""1.755.0""",776,2.2681832313537600,Producing a PHSH evaluation for b3306e23-292b-43ec-8c8f-481c5c3dfaaa
2024-04-12T14:03:49.145Z,"""cape-core""","""1.755.0""",435,0.8497679233551030,Producing a PHSH evaluation for 9effb3c7-1716-442a-a3cf-4ecfaf2454f0
2024-04-12T14:01:40.958Z,"""cape-core""","""1.755.0""",520,3.3968589305877700,Producing a BEC evaluation for 77bdf915-8121-4f4b-977e-44a2b1d09449
2024-04-12T14:00:47.815Z,"""cape-core""","""1.755.0""",496,3.753425359725950,Producing a PHSH evaluation for f7ee26c6-3d0b-4b28-ac37-43909c32d0e1
2024-04-12T13:59:22.425Z,"""cape-core""","""1.755.0""",534,1.096860647201540,Producing a SPAM evaluation for ce557d17-292b-4031-9db1-47a36d47abde
2024-04-12T13:57:24.359Z,"""cape-core""","""1.755.0""",2639,1.7778549194335900,Producing a GREY evaluation for b45fa218-dab3-4a52-bbc4-4ae653368ea5
2024-04-12T13:56:58.784Z,"""cape-core""","""1.755.0""",566,3.397372245788570,Producing a PHSH evaluation for 20c8a3d3-6b77-4ca0-801b-42e2cb6ad451
2024-04-12T13:55:00.505Z,"""cape-core""","""1.755.0""",459,3.657726764678960,Producing a SPAM evaluation for edaf6375-f9cf-47bd-907a-42e1cc1d46ba
2024-04-12T13:54:36.668Z,"""cape-core""","""1.755.0""",775,3.9627068042755100,Producing a PHSH evaluation for 99335c55-935e-4c97-96f6-4650b15320d6
2024-04-12T13:53:32.583Z,"""cape-core""","""1.755.0""",274,0.9037570953369140,Producing a PHSH evaluation for 910324b1-9caf-406a-bc10-48bcdc3fe469
2024-04-12T13:51:10.586Z,"""cape-core""","""1.755.0""",790,1.0404822826385500,Producing a PHSH evaluation for fc4d41bf-b389-45a3-b44a-449202ed96b9
2024-04-12T13:50:04.700Z,"""cape-core""","""1.755.0""",295,1.381291389465330,Producing a PHSH evaluation for 1d6672b1-2b83-4352-9b5b-4fe7bd2efb52
2024-04-12T13:49:31.160Z,"""cape-core""","""1.755.0""",282,3.636211395263670,Producing a PHSH evaluation for 6b62fc1a-3d0a-4e1f-940d-4c3bb0c28392
2024-04-12T13:48:57.047Z,"""cape-core""","""1.755.0""",562,0.9763586521148680,Producing a BNGN evaluation for 9e0a4980-ecb5-4db6-997f-4492bed029e4
2024-04-12T13:48:51.697Z,"""cape-core""","""1.755.0""",1302,1.065220594406130,Producing a BNGN evaluation for fef8b28e-46a8-4faf-ab03-40d1dcddeaff
2024-04-12T13:47:31.073Z,"""cape-core""","""1.755.0""",832,1.2765889167785600,Producing a GREY evaluation for dc14def3-91ec-404e-b210-449ac8117018
2024-04-12T13:47:26.338Z,"""cape-core""","""1.755.0""",2405,1.5595953464508100,Producing a GREY evaluation for f996c6c1-8c4d-40eb-be3b-4358ad94661f
2024-04-12T13:47:01.547Z,"""cape-core""","""1.755.0""",1303,0.9933898448944090,Producing a BNGN evaluation for 2ce0670d-fa83-47a2-adae-44771739b2cf
2024-04-12T13:42:49.415Z,"""cape-core""","""1.755.0""",615,0.8137233257293700,Producing a SPAM evaluation for a81499da-b063-4af5-9d78-4d8c859abeb6
2024-04-12T13:41:58.561Z,"""cape-core""","""1.755.0""",613,0.7828786373138430,Producing a SPAM evaluation for a636c5aa-4a72-44b3-bacb-4ceb9e4cd911
2024-04-12T13:40:51.268Z,"""cape-core""","""1.755.0""",616,0.8450767993927000,Producing a PHSH evaluation for d5ca29ae-6b73-4595-b145-4228ba19c148
2024-04-12T13:38:37.514Z,"""cape-core""","""1.755.0""",3713,1.1803760528564500,Producing a PHSH evaluation for 20d6211f-3533-491b-ba7c-4a5dd1a6cffc
2024-04-12T13:37:41.815Z,"""cape-core""","""1.755.0""",615,1.5187187194824200,Producing a SPAM evaluation for 08fad808-7e6d-492d-91fe-46631cbfb74e
2024-04-12T13:35:55.611Z,"""cape-core""","""1.755.0""",828,2.1819162368774400,Producing a GREY evaluation for 65e5b5de-d4ed-4114-9903-4c37cc20e2b2
2024-04-12T13:32:49.219Z,"""cape-core""","""1.755.0""",1306,0.9053595066070560,Producing a BNGN evaluation for 46f943bc-a2ef-4c96-a4c2-404faec64bca
2024-04-12T13:32:49.134Z,"""cape-core""","""1.755.0""",648,3.369356393814090,Producing a PHSH evaluation for 0d906dfc-5349-469e-ab40-4ba59625b188
2024-04-12T13:30:06.436Z,"""cape-core""","""1.755.0""",511,1.1262025833129900,Producing a PHSH evaluation for 3a50dd69-edc4-446c-9974-478fe0c4bd1c
2024-04-12T13:28:45.474Z,"""cape-core""","""1.755.0""",674,1.7336483001709000,Producing a PHSH evaluation for 984c949f-e96b-49b0-b94c-4d3d2091c048
2024-04-12T13:27:10.852Z,"""cape-core""","""1.755.0""",333,1.4049952030181900,Producing a PHSH evaluation for ec29742a-1a80-4f91-acc3-49d7066b0651
2024-04-12T13:23:32.156Z,"""cape-core""","""1.755.0""",275,0.7788126468658450,Producing a PHSH evaluation for 387b6f0a-b4b0-401a-8150-43cf2d6aa820
2024-04-12T13:22:42.735Z,"""cape-core""","""1.755.0""",534,1.9429681301116900,Producing a SPAM evaluation for ad625d87-e717-4e31-94c9-4446bb151667
2024-04-12T13:18:59.317Z,"""cape-core""","""1.755.0""",1335,0.9775962829589840,Producing a BNGN evaluation for 1508c645-f46b-4e16-a67e-4a5cacb0aee5
2024-04-12T13:16:37.539Z,"""cape-core""","""1.755.0""",361,0.8546953201293950,Producing a PHSH evaluation for db6db502-9c26-4f9c-bfb7-4b4e7d704bf9
2024-04-12T13:15:06.696Z,"""cape-core""","""1.755.0""",349,0.9717447757720950,Producing a PHSH evaluation for 2a1dcc28-5451-43bf-93bc-4526150beadd
2024-04-12T13:14:10.926Z,"""cape-core""","""1.755.0""",1384,0.9116764068603520,Producing a PHSH evaluation for c0ae5f98-c728-4272-8608-4564f0798cdd
2024-04-12T13:14:00.993Z,"""cape-core""","""1.755.0""",568,0.9911987781524660,Producing a PHSH evaluation for b4a42777-15f5-451c-8c8f-45f7500e329f
2024-04-12T13:13:46.269Z,"""cape-core""","""1.755.0""",336,0.8968563079833980,Producing a PHSH evaluation for e7feeee9-ef6e-4a96-9429-4e67f052432b
2024-04-12T13:12:34.951Z,"""cape-core""","""1.755.0""",1457,1.355743646621700,Producing a PHSH evaluation for fd655206-78ee-476e-8fa9-4930513dff1a
2024-04-12T13:11:31.354Z,"""cape-core""","""1.755.0""",464,1.5529165267944300,Producing a PHSH evaluation for 6d74b048-4fca-49f0-81d9-442475caf477
